name,phone,website,category,address
"Beijing Bites","","","restaurant"," 80 Feet Road(Sir C.V. Raman Hospital Road),  "
"Sri Vinayaka Medicals","+91 84531 18830","","pharmacy"," ,  "
"Total Superstore","","http://www.totalsuperstore.com/","supermarket"," 1st Main Road, Bengaluru 560010"
"U D Residency","","","restaurant","19/2 South End Main Road,  "
"Third Wave Coffee Roasters","","","cafe"," ,  "
"NGMA Cafe","","","cafe"," ,  "
"Bhagini","","","restaurant"," ,  "
"Brookefield Hospital(A Unit Of Sanjeevani Hospital)","","","hospital"," ,  560037"
"Laksmi Medical","","","pharmacy"," ,  "
"Satya Sai Medicals","","","pharmacy"," ,  "
"Pavan Medical","","","pharmacy"," ,  "
"Mayura Bakery & Sweets","","","bakery"," Whitefield Main Road,  560066"
"Brother's Bakery","","","bakery"," Whitefield Main Road,  560066"
"Biryani Zone","","","restaurant"," ,  "
"Wok The Way","","","cafe"," ,  "
"Ryan Medical","","","pharmacy"," ,  "
"Jade","","","restaurant"," ,  "
"Northeren Wave","","","restaurant"," ,  "
"Kayal","","","restaurant"," ,  "
"Medplus","","","pharmacy"," ,  "
"N Stores","","","supermarket"," ,  "
"Vita Life clinic","","","clinic"," ,  "
"Kaapi Kadai","","","cafe"," ,  "
"Sweet Chariot","","","cafe"," ,  "
"Latte Tude","","","cafe"," ,  "
"Lucky da dhaba","","","restaurant"," ,  "
"Lazeej","","","restaurant"," ,  "
"Shakti Medical","","","pharmacy"," ,  "
"Meghna Biryani","","","restaurant"," ,  "
"Zheng","","","restaurant"," ,  "
"Golmal Paratha","","","restaurant"," ,  "
"Costa","","","cafe"," ,  "
"Aalishan","","","restaurant"," ,  "
"The Juke Box","","","pub"," ,  "
"Ping","","","restaurant"," ,  "
"Health And Glow","","","pharmacy"," ,  "
"The Apollo Clinic, Bengaluru Urban","+91860 500 2244","https://www.apollospectra.com/","clinic","143 1st Cross, 5th Block, Koramangala, Near Nagarjuna Hotel, Bangalore 560095"
"Sixtyfour","","","pub"," ,  "
"Daawat","","","restaurant"," ,  "
"Atithya","","","restaurant"," ,  "
"Tunday Kabab","","","restaurant"," ,  "
"Udupi Upahaara","","","restaurant"," ,  "
"Friends","","","cafe"," ,  "
"Purple Haze","","","pub"," ,  "
"Cuppa","","","cafe"," ,  "
"Coorg","","","restaurant"," ,  "
"KC Das","","","restaurant"," ,  "
"Adyar Ananda Bhavan","+91 77950 73031","https://aabsweets.com","restaurant"," 80 Feet Road, Koramangala, Bangalore, Bangalore 560065"
"Zingron","","","restaurant"," ,  "
"Lazeez Express","","","restaurant"," ,  "
"Ammi's Biryani","","","restaurant"," ,  "
"Tandoor Hut","","","restaurant"," ,  "
"StrEat Cafe","","","cafe","#23, 3rd B cross, 1st Main Road,,  "
"Aravind Medicals and General stores","","","pharmacy"," ,  "
"Sri Devi Baker's","","","bakery"," ,  "
"Homeneeds","80-33618025","","supermarket","107 7th Main Road, Bangalore 560076"
"MK Ahmed Bazar","","https://www.mkretail.com/","supermarket"," 3rd Main Road, Bengaluru 560078"
"Nilgiri's","","","supermarket"," ,  "
"Sethji's","","","restaurant"," ,  "
"Roadtrip","","","bar"," ,  "
"The Ants Cafe","","http://theantsstore.com/primary-pages/ants-cafe","cafe","2286 , 14th A Main Road, 1st Cross, Bangalore "
"Chai Patti Teafe","","","cafe"," ,  "
"Chakum Chukum","","","fast_food"," ,  "
"Cromā","","","electronics"," 100 Feet Road,  "
"Baan Phad Thai","","","restaurant"," ,  "
"Daily Bread","","","bakery"," ,  "
"Super Market","","","supermarket"," Dinnur Main Road,  "
"Tenet diagnostics","","","hospital","S1,S2 Spice Garden Compound Road, Marathahalli, Bangalore "
"Trust Pharmacy","","","pharmacy"," , Marathahalli, Bangalore "
"Pushpa Medicals","","","pharmacy","284 Whitefield Main Road, Bangalore 560066"
"Khan Saheb","+91-80-41641300","","restaurant"," Whitefield Main Road, Bangalore 560066"
"Domino's","","","fast_food"," Varthur Road,  "
"The Fat Chef","","https://www.thefatchef.co.in/","restaurant"," Varthur Road,  "
"ESI Hospital","","","hospital"," ,  "
"Cafe Coffee Day","","","cafe"," Whitefield Main Road,  "
"Bhagini Park","","","restaurant"," ,  "
"Saffron Patch","","","restaurant"," Varthur Road,  "
"Karunalayam Hospital","","","hospital"," ,  "
"Kannada Sahitya Parishath","","","books"," ,  "
"SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases","","","hospital"," ,  "
"Mayuri Bar And Restaurant","","","restaurant"," ,  "
"Shri Lakshmi Vaibhava","","","restaurant"," Whitefield Main Road,  "
"Maiya Multispecialty Hospital","","","hospital"," ,  560011"
"Ramdev Medicals","","","pharmacy"," ,  "
"Wellness Forever","","","pharmacy"," ,  "
"Delicacy Chinese Restaurant","","","restaurant"," ,  "
"The Cash Pharmacy","080 3361 8456","","pharmacy","74/5 Saint Mark's Road, Bangalore 560001"
"Sai Shakti","","","restaurant"," ,  "
"Hotel Fanoos","","","fast_food"," ,  "
"Residency Pharmacy","","","pharmacy"," ,  "
"Narayana Netralaya","","","hospital","37 Castle Street,  560025"
"Sree Mittai","","","bakery"," ,  "
"Swathi Deluxe","","","restaurant"," ,  "
"China Pearl","","","restaurant"," ,  "
"Westside","","","clothes"," Hosur Road, Bangalore "
"Reebok","","","clothes","21, Shop No.5 Hosur Road, Bangalore 560095"
"Pizza Hut","","","restaurant"," Hosur Road, Bangalore "
"Sahib Singh Sultan","","","restaurant"," Hosur Road, Bangalore "
"The Apollo Clinic","","","clinic"," 5th Cross, Malleswaram, Bangalore "
"Gramin","","","restaurant"," 80ft Road,  "
"Om","","","restaurant"," ,  "
"McDonald's","","","fast_food"," ,  "
"Addidas","","","clothes"," 11th main road,  560011"
"Nandini","","","restaurant"," 27th Cross,  "
"MedPlus Pharmacy","","","pharmacy"," ,  "
"London Hospital","","","hospital"," ,  "
"Akshya Complex","","","supermarket"," ,  "
"Dal Tadka","","","restaurant"," ,  "
"Brothers Supermarket","","","supermarket"," ,  "
"Sri Udupi Swaadista","","","restaurant"," 1st Main Road,  "
"Maha Bazaar","","","supermarket"," ,  "
"Rajesh Hotel","","","restaurant"," ,  "
"Smart Bazaar","","","supermarket"," Sarjapur Outer Ring Road, Bellandur, Bangalore,  560103"
"Ring View Restaurant","","","restaurant"," Bellandur, Bangalore,  560103"
"More","","","supermarket"," Hosur Road, Bangalore 560095"
"Nagappa Hadli Hospital","","","hospital"," ,  560097"
"Maruti Medicals","","","pharmacy"," ,  "
"City Lights Supermarket","","","supermarket"," ,  "
"Hotel Dream Land","","","restaurant"," ,  "
"Udupi Upahar","","","fast_food"," ,  "
"Vasan Eye Care Hospital, Nagarabhavi","","http://www.vasaneye.in/","hospital"," ,  560091"
"The Club","","","restaurant"," ,  "
"KC'S Club","","","bar"," ,  "
"Star Bazaar","","https://www.spencers.in/","supermarket"," Bangalore-Mysore Road, Bengaluru "
"Brand Factory","","","clothes"," ,  "
"Rc Hospital","","","hospital"," ,  560098"
"Trust","","","pharmacy"," ,  "
"Classic Polo Showroom","","","clothes"," ,  "
"Veturi Child Health Centre","","","hospital"," ,  "
"Bramhi Aahaara","","","fast_food"," ,  "
"Coffee Day","","","cafe"," ,  "
"Masala","","","restaurant"," ,  "
"Adyar Ananda Bhavan","+91 99029 90811","https://aabsweets.com","restaurant"," Vidyaranyapura Road, Bangalore 560097"
"Mythri Bazaar","","","convenience"," ,  "
"Ketham's Hospital Pvt. Ltd","","","hospital"," ,  560097"
"Madurai Idly shop","","","fast_food"," ,  "
"Pantaloons Onloop","","","clothes"," ,  "
"Kanti Sweets","","","bakery","No. 1148 Kanakadasa Circle, BEML Layout 3rd Stage, RR Nagar,, Bengaluru 560098"
"Maharaja Restaurant","","","restaurant"," ,  "
"More Supermarket","","","supermarket"," Adugodi main road,  560095"
"Agarwal Sweets and Restaurant","","","restaurant"," ,  "
"Ragavendra Hospital","","","hospital"," ,  "
"Guru Kripa Clinic","","","hospital"," ,  "
"Food Bay","","","restaurant"," ,  "
"Just Bake","","","bakery"," ,  "
"Ayappa Bakery","","","bakery"," ,  "
"Casino","","","restaurant"," ,  "
"Auntie Fung's","","","restaurant"," ,  "
"Atithi Satkaar","","","restaurant"," ,  "
"Lifestyle","","","clothes"," Near SonyWorld Signal, Koramangala, Bangalore,  "
"Deeksha Orthopaedic Hospital","","","hospital"," ,  "
"Cromā","","","electronics"," near Sony World signal, Koramangala, Bangalore,  "
"Shushrusha Hospital","","","hospital"," ,  "
"Fiorano Ristorante","","","restaurant"," ,  "
"Village Hypermart","","","supermarket"," ,  "
"Apollo Pharmacy","","","pharmacy"," 17th b main, 6th block,  560095"
"Namma MTR","","","fast_food"," K R Road,  560070"
"Chirag Hospital and Maternity Center","","","hospital"," 17th Main Road,  560078"
"Manyavar","","","clothes"," 80 Feet Peripheral Rd, Koramangala 6 Block, KoramangalaBengaluru, Karnataka, India,  "
"Dragons","","","restaurant"," ,  560050"
"Ladies Wear House","","","clothes"," Gandhi Bazar,  "
"Food world","","","supermarket"," Gandhi Bazar Main Road,  "
"St Theresa Pharmacy","","","pharmacy"," ,  "
"Shiv Sagar Signature","","","restaurant"," ,  "
"SLV","","","restaurant"," ,  "
"Food Court","","","fast_food"," ,  "
"Shanthi Sagar","","","fast_food"," 36 Cross,  "
"Niha Juice Center","","","fast_food"," ,  "
"Sowbhagya Traders","","","supermarket"," ,  "
"Citizen Bakery","","","bakery"," ,  "
"Tirumala Bar And Resturant","","","bar"," ,  "
"Megha Restaurant","","","restaurant"," ,  "
"Little Flower Bakery","","","bakery"," Tuasi theater rd, 3rd cross, Marathalli east,  "
"Navya shree sarees","","","clothes"," 17th C Main,  560095"
"Sony","","","electronics"," ,  "
"Dr Shah Clinic","","","pharmacy"," ,  "
"Grill and Hog","","","fast_food"," 27th Main, Bangalore 560102"
"Store","","","convenience"," Manipal County Road,  "
"Banana Beach bar","","","bar"," Kor 5th cross,  "
"Filling station","","","bar;pub;restaurant"," Koramangala 5th cross,  "
"Nandhana Grand","","","restaurant"," ,  "
"fulki","","","clothes","55 6th block koramangala,  560095"
"U Fashion store","","","clothes","100 5th cross 5th block koramangala,  560095"
"Forum bakery","","","convenience"," Adugodi main road,  560095"
"Sagar Pharmacy","","","pharmacy"," ,  "
"Kolkata's","","","restaurant"," ,  "
"Udhbhava Hospital","","","hospital"," ,  560085"
"Levi's","","","clothes"," Kathriguppa main road,  560085"
"Puma","080 4171 1671","https://in.puma.com/?mktID=PL:Brand%20Marketing:Puma.com-CatchAllPage:India-en&plinkID=Brand","clothes","92/3 Kathriguppa Main Road, Bengaluru 560085"
"DG Hospital","","http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf","hospital"," ,  560073"
"Mookambika Bar& Resturant","","","bar"," ,  "
"Sharadha Nursing Home","","","clinic"," ,  560034"
"Srinivasa Nursing Home","","","hospital"," ,  "
"Dim Sum","","","restaurant"," ,  "
"Crossword","","","books"," ,  "
"Spar","(91)-80-41811600","","supermarket","39/3 Bannerghatta Road, Bangalore 560029"
"Brews & Bites","","","cafe"," ,  "
"Kaggi's Bakery","","","bakery"," ,  "
"Nandini Milk Diary","","","convenience"," 2nd Cross LIC Colony,  "
"Hopcoms","","","convenience"," ,  "
"Shiv sagar","","","restaurant"," ,  "
"Adyar Anand Bhavan","","","restaurant"," ,  "
"F M Silks","","","clothes","115 80 feet road,  560095"
"Cromā","","http://www.cromaretail.com/","electronics"," ,  "
"Corner House","","","cafe"," ,  "
"Maruthi Medical Store","","","pharmacy"," ,  "
"Kwality BIg Bazaar","080-23515851","NA","convenience","51 80 Feet Road, Rmv Extension,, Bangalore 560094"
"Just Books","","","books"," ,  "
"Nike","","","clothes"," 11th main,  "
"United Colors of Benetton","","","clothes"," 11th main,  "
"Max","","","clothes"," 11th main,  "
"she","","","clothes"," 11th main,  "
"New Shanti Sagar","","","restaurant"," ,  "
"Lassi Park","","","cafe"," elephant cave road,  "
"Karuna Clinic","","","clinic"," ,  "
"Sri Lakshmi Venkateshwara Provision Stores","","","convenience","161 3rd Block, T. R. Nagar, 6th Cross, 6th Main,  560028"
"Kangila Clinic","","","hospital"," ,  "
"Rakesh Medicals","","","pharmacy"," 6th Main,  560028"
"New Sagar Fast Food","","","fast_food"," ,  "
"Subramanya Medicals","","","pharmacy"," 6th Cross, 6th Main,  560028"
"T R Medicals","","","pharmacy"," 2nd Main,  560028"
"Adigas","","","restaurant"," ,  "
"Sree Shakthi medicals","","","pharmacy"," 24th main hsr 2nd sector,  560102"
"Adaa Restaurant","","","restaurant"," 5th Block Koramangala,  560095"
"Willy Vanilli","","","restaurant"," 5th block Koramangala,  560095"
"Chung wah","","http://chungwahrestaurants.co.in/","restaurant","20 ,  "
"Yelhanka Cafe Cofee Day","","","cafe"," ,  "
"Chandra cafe","","","fast_food"," ,  "
"Chaitanya Hospital","","","hospital"," ,  "
"Chickpet Donne Biriyani House","","","restaurant"," ,  "
"CornerHouse","","","restaurant"," ,  "
"Safal Supermarket","","","supermarket"," ,  "
"Sathyas Biriyani","","","restaurant"," ,  "
"Madan Pub","","","pub","1st floor ,  "
"Red fort restaurant","","","restaurant"," ,  "
"Bhojohori manna","","","restaurant"," ,  "
"Krishna Cafe","","","restaurant"," ,  "
"Imperial Hotel","","","restaurant"," ,  "
"heritage of Bengal","","","restaurant"," ,  560095"
"The boutique","","","clothes"," ,  "
"Anand Sweets and Restaurant","","","restaurant"," ,  "
"Ocean restaurant","","","restaurant"," ,  "
"Aanchal","","","clothes"," ,  "
"Baby Center","","","clothes"," Commercial Street, Bangalore "
"KFC","","","fast_food"," Commercial Street, Bangalore 560042"
"Westside","","","clothes"," Commercial Street, Bangalore 560084"
"Juice Burg Cafe","","","fast_food"," ,  "
"GK Vale studio","","","electronics"," 22 cross Hsr2,  "
"N.E Diner","","","restaurant"," ,  "
"Thanco Fresh Fruitz Ice-Creams","","","restaurant"," Koramangala Industrial Layout,  560095"
"Mangoa Coastal cuisine","","","restaurant"," ,  560095"
"The Book shoppe","","","books"," ,  560095"
"Baby's day out","","","convenience"," ,  "
"Flambe","","","restaurant"," ,  "
"Aangan restaurant","","","restaurant"," ,  "
"Nandini Shoppe","","","convenience"," ,  "
"Coffee Bean","","","cafe"," ,  "
"MK Supermart","","","convenience"," ,  "
"Manipal County","","","restaurant"," ,  "
"Naati oota","","","restaurant"," Koramangala,  560095"
"F square","","","clothes"," ,  "
"Sizzlers and more","","","restaurant"," ,  "
"Swiss Embroideries","","","clothes"," ,  "
"China Bowl restaurant","","","restaurant"," ,  "
"Malabar cafe","","","restaurant"," ,  "
"Desi Tadka","","","restaurant"," ,  "
"Chinese Cottage","","","restaurant"," ,  "
"Iyengar bakers","","","bakery"," ,  "
"Reid & Taylor","","","clothes"," ,  "
"Chalo Punjab","","","restaurant"," ,  "
"Namdhari's fresh","","","supermarket"," ,  "
"Ambrosia restaurant","","","restaurant"," ,  "
"OM Stationery and xerox","","","convenience"," ,  "
"Kwality Walls","","","restaurant"," ,  "
"B52 Bar","","","bar"," ,  "
"Vasan Eye Care Hospital, Koramangala","","http://www.vasaneye.in/","hospital"," ,  560095"
"Brown Tree Super","","","supermarket"," ,  "
"Bhagini Residency","","","restaurant"," ,  "
"Factory Outlet","","","clothes"," ,  "
"Puma","","","shoes;clothes"," ,  "
"Peter England","","","clothes"," ,  "
"Raymonds","","","clothes"," ,  "
"A K Clinic","","","clinic"," ,  "
"Apollo Pharmacy","","","pharmacy"," 24th main hsr 2nd sector,  560102"
"Asha Clinic","","","hospital"," 13th cross,  "
"Babies Planet","","","clothes"," ,  "
"Jharoka","","","restaurant"," ,  "
"Kottayam","","","restaurant","23 14th main,  560102"
"Lilliput","","","clothes"," ,  "
"Little Boss","","","clothes"," ,  "
"McDonald's","","https://www.mcdonaldsindia.com/","fast_food","1 ,  "
"MedPlus","","","pharmacy"," 24th main hsr 2nd sector,  560102"
"Samsung","","","electronics"," 27 main, sector-1, hsr layout,  "
"health nest","","","hospital"," ,  "
"St John's Medical Camp","","","pharmacy"," ,  "
"Amma's ENT Clinic","","","hospital"," ,  "
"Krishna Specialty Clinic","","","hospital"," ,  "
"Reebok Kids Store","","","clothes"," ,  "
"Wildcraft","","","clothes"," ,  "
"Seventh Day Adventist Hospital","","","hospital"," Saunders Road, Bengaluru 560005"
"Nandini Restaurant","","","restaurant"," ,  "
"Udupi Shanthi Sagar","","","restaurant"," ,  "
"Ponnuswamy Restaurant","","","restaurant"," ,  "
"Al-Siddique Kabab Center","","","restaurant"," Saint John's Church Road,  "
"Santosh Diagnostic & Scan Center","","","clinic"," Saint John's Church Road,  "
"Siddique Kabab Center","","","restaurant"," Saint John's Church Road,  "
"Park View Clinic","","","clinic"," Saint John's Church Road,  "
"Sapna Book Stall","","","books"," ,  "
"Sherlock's Pub","","","pub"," ,  "
"Komala Refreshment","","","restaurant"," ,  "
"Babys Planet","","","convenience"," ,  "
"Kairali Restaurant","","","restaurant"," ,  "
"Little Italy","","","restaurant"," ,  "
"Safa","","","supermarket"," ,  "
"Karavali Fine Dine","","","restaurant"," ,  "
"Sultan of Spice","","","restaurant"," ,  "
"Tharavad","","","restaurant","Hosur road ,  "
"MAS","","","restaurant"," Hosur Road,  "
"Reliance Footprint","","","convenience"," ,  "
"Ammis Biriyani","","","restaurant"," ,  "
"Chung Wah Restaurant","","","restaurant"," ,  "
"Gia Garments","","","clothes"," ,  "
"Mama mia","","","restaurant"," ,  "
"Boca Grande","","","restaurant"," ,  "
"Tasty Restaurant","","","restaurant"," ,  "
"Food City Super Market","","","supermarket"," ,  "
"Soch","","","clothes"," Hosur Road, Bangalore "
"Fooddays","","","supermarket"," ,  "
"Shanti Sagar Hotel","","","fast_food"," ,  "
"Samipa Bakery","","","bakery"," ,  "
"Srinivasa Cool Corner","","","fast_food"," ,  "
"Apollo Pharmacy","","","pharmacy"," 2nd Main Road,  560028"
"Kids Care Clinic","","","hospital"," ,  "
"United Colors of Benetton","","","clothes"," Hosur Road, Bangalore "
"Levi's","","","clothes"," Hosur Road, Bangalore "
"Raymonds","","","clothes"," Hosur Road, Bangalore "
"Sweet Revenge Cafe","","","restaurant"," ,  "
"Sri Sai Vijay Mess","","","restaurant"," ,  "
"The Look Shoppe","","","clothes"," Koramangala 7th block,  "
"463 Cross roads","","","clothes"," ,  "
"Leher Casuals","","","clothes"," ,  "
"Cantabil Showroom","","","clothes"," ,  "
"Hot Chips","","","convenience"," ,  "
"Cake Yard","","","bakery"," ,  "
"Oye Amritsar","","","restaurant"," ,  "
"Pizzeria Romano","","","restaurant"," ,  "
"Krishna Pharma","","","pharmacy"," ,  "
"Ritu's designer sarees","","","clothes"," ,  "
"Balaji Medicals","","","pharmacy"," ,  "
"Dental Clinic","","","dentist"," ,  "
"Basha Clinic","","","dentist"," ,  "
"Mast Kalandar","","","restaurant"," ,  "
"Apollo Pharmacy","","","pharmacy"," ,  560066"
"Family Food Choice","","","convenience"," ,  "
"Day To Day","","","convenience"," ,  "
"Cookie Man","","","bakery"," Hosur Road, Bangalore "
"Samsung","","","electronics"," Hosur Road, Bangalore "
"Pristine Health care","","","hospital"," ,  "
"Kiwi kiss","","","restaurant"," ,  "
